,Book_Title,Author,Publisher,Published_Date,ISBN_10,ISBN_13,Page_Count,Average_Rating,Rating_Count,Sale_Country,Sale_Amount,Sale_Currency
1057,Summary of Fifty Shades Darker by El James - Finish Entire Novel in 15 Minutes,['Speedyreads'],Blurb,2018-02-14,138890196X,9781388901967,40,,,,,
1058,Summary of Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series) - Finish Entire Novel in 15 Mi,['Speedyreads'],Blurb,2018-02-11,1388895056,9781388895051,42,,,,,
1059,Fifty Shades Trilogy Bundle,['E L James'],Vintage,2012-04-17,0345803574,9780345803573,1700,4,1195,US,19.99,USD
1060,The Outsiders,['S. E. Hinton'],Penguin,2012-05-15,1101642610,9781101642610,208,4.5,484,US,9.99,USD
1061,"The Outsiders, S.E. Hinton",['S. E. Hinton'],Spark Publishing Group,2008-06,1411407261,9781411407268,80,,,,,
1062,The Outsiders,['Susan Hinton'],,1967,0847910105,9780847910106,188,,,,,
1063,CliffsNotes on Hinton's The Outsiders,['Janet Clark'],Houghton Mifflin Harcourt,2001-03-07,0544183169,9780544183162,96,,,US,5.99,USD
1064,The Outsiders,['Todd Howard'],,2001,1560067020,9781560067023,80,3,1,,,
1065,The Outsiders by S.E. Hinton,['Robert Klimowski'],,,1410336409,9781410336408,84,,,,,
1066,A Study Guide for S.E. Hinton's The Outsiders,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-24,1614646295,9781614646297,15,,,US,3.99,USD
1067,Quicklet on S.E. Hinton's The Outsiders,['Larry Holzwarth'],Hyperink Inc,2012-07-30,1480781339,9781480781337,41,,,,,
1070,Guess How Much I Love You,"['Sam McBratney', 'Anita Jeram']",,2020,1406391166,9781406391169,32,4,93,,,
1071,Guess How Much I Love You Pearl Sweetheart Edition,['Sam McBratney'],Guess How Much I Love You,2016-12,1406364614,9781406364613,32,,,,,
1072,Guess How Much I Love You All Year Round,['Sam McBratney'],Candlewick Press,2010,0763646547,9780763646547,72,5,1,,,
1073,Guess How Much I Love You Big Book,['Sam McBratney'],Candlewick Press (MA),2003,0763621064,9780763621063,32,,,,,
1074,Guess How Much I Love You in the Summer,['Sam McBratney'],Walker Books,2015-05,1406358177,9781406358179,24,,,,,
1075,Guess How Much I Love You Buggy Book,"['Sam McBratney', 'Anita Jeram']",Guess How Much I Love You,2016,1406362972,9781406362978,14,,,,,
1076,Guess How Much I Love You: Looking for Blue,['Sam McBratney'],Candlewick Press,2013-12-10,0763666262,9780763666262,24,,,,,
1077,Guess How Much I Love You? Photo Album,"['Sam McBratney', 'Candlewick Press']",Candlewick Press (MA),2001-10-01,0763616370,9780763616373,48,,,,,
1078,Guess How Much I Love You in the Spring?,"['Sam McBratney', 'Anita Jeram']",Walker,2007-12-01,1406312444,9781406312447,24,,,,,
1079,Guess How Much I Love You Little Library,['Sam McBratney'],Candlewick Press (MA),2010-12-28,0763653551,9780763653552,,,,,,
1080,Shōgun,['James Clavell'],Blackstone Publishing,2018-09-11,198253754X,9781982537548,1152,4,56,US,9.99,USD
1083,Shōgun : der Roman Japans,['James Clavell'],,1976,9053565302,9789053565308,1022,,,,,
1085,The Poky Little Puppy,['Janette Sebring Lowrey'],Golden Books,2011,0375861297,9780375861291,24,3.5,3,,,
1086,The Poky Little Puppy: Read & Listen Edition,['Janette Sebring Lowrey'],Random House Books for Young Readers,2010-05-18,0307757978,9780307757975,24,,,US,4.99,USD
1087,The Poky Little Puppy,['Janette Sebring Lowrey'],,2018-05,1643101099,9781643101095,24,4.5,10,,,
1088,The Poky Little Puppy (FLOPPY).,['Janette Sebring Lowrey'],,1970,0307021688,9780307021687,24,3.5,24,,,
1089,The Poky Little Puppy,"['Kristen L. Depken', 'Janette Sebring Lowrey']",,2015,1480670235,9781480670235,32,,,,,
1090,Where is the Poky Little Puppy?,['Janette Sebring Lowrey'],Golden Books,2015-01-06,0553511815,9780553511819,24,,,US,4.99,USD
1091,The Poky Little Puppy and Friends,"['Margaret Wise Brown', 'Janette Sebring Lowrey']",Golden Books,2017,1524766836,9781524766832,224,,,,,
1092,The Poky Little Puppy And Other Stories to Color,"['Gertrude Crampton', 'Janette Sebring Lowery']",Golden Books,2007-01,0375835369,9780375835360,96,5,1,,,
1093,The Poky Little Puppy Step into Reading,['Kristen L. Depken'],Random House Books for Young Readers,2015-01-06,0385390920,9780385390927,32,,,US,4.99,USD
1094,The Poky Little Puppy Step into Reading: Read & Listen Edition,['Kristen L. Depken'],Random House Books for Young Readers,2015-01-06,0553534602,9780553534603,32,,,US,4.99,USD
1095,The Pillars of the Earth,['Ken Follett'],Penguin,,1101209054,9781101209059,992,4.5,45,,,
1096,Pillars of the Earth,['Ken Follett'],Turtleback Books,2001-03,0613174356,9780613174350,973,,,,,
1097,The Evening and the Morning,['Ken Follett'],,2020,0525954988,9780525954989,928,,,,,
1098,Pillars of the Almighty,"['Ken Follett', 'f-Stop Fitzgerald']",William Morrow & Company,1994,0688128122,9780688128128,128,,,,,
1099,The Bear Raid,['Ken Follett'],,2014-12,1627152199,9781627152198,,,,,,
1100,Under the Streets of Nice,"['René Louis Maurice', 'Ken Follett']",Zenith Press,1986,091576525X,9780915765256,165,,,,,
1101,Winter of the World,['Ken Follett'],Penguin,2012-09-18,1101591439,9781101591437,928,3.5,100,US,7.99,USD
1102,Los pilares de la tierra,['Ken Follett'],,2014-04-01,8490622833,9788490622834,1038,,,,,
1103,Eye of the Needle,['Ken Follett'],Penguin,2015-07-07,1101990244,9781101990247,416,4,47,US,11.99,USD
1104,The Pillars of the Earth by Ken Follett (Book Analysis),['Bright Summaries'],BrightSummaries.com,2015-12-07,2806270278,9782806270276,24,,,,,
1105,How To Win Friends and Influence People,['Dale Carnegie'],Simon and Schuster,2010-08-24,145162171X,9781451621716,320,4,3902,US,12.99,USD
1106,How to Win Friends and Influence People,"['Dale Carnegie', 'General Press']",GENERAL PRESS,2016-12-14,8180320219,9788180320217,320,4,3668,,,
1107,How to Win Friends and Influence People in the Digital Age,['Dale Carnegie & Associates'],Simon and Schuster,2012-12-25,1451612591,9781451612592,272,1,1,,,
1108,How to Win Friends and Influence People,['Instaread'],Instaread,2016-07-19,1683784103,9781683784104,41,,,US,2.99,USD
1109,How to Win Friends and Influence People ; How to Stop Worrying and Start Living,['Dale Carnegie'],Bounty Books,1994-01-01,1851525769,9781851525768,425,5,1,,,
1110,How to Win Friends and Influence People for Teen Girls,['Donna Dale Carnegie'],Simon & Schuster,2020-08-04,1982149035,9781982149031,208,,,,,
1111,How to Win Friends and Influence People for Girls,['Donna Dale Carnegie'],Random House,2012-02-29,144811831X,9781448118311,208,4,1,,,
1112,How to Win Friends and Influence People by Dale Carnegie,"['50MINUTES,']",50Minutes.com,2017-03-16,2806281202,9782806281203,36,,,,,
1113,Summary of How to Win Friends & Influence People by Dale Carnegie,['Summareads Media'],Summareads Media LLC,2020-01-30,1648130321,9781648130328,116,,,,,
1114,WORKBOOK For How To Win Friends and Influence People,"['Happy Publisher', 'Mary Bloom']",,2019-05-23,1950171892,9781950171897,78,,,,,
1115,Perfume,['Patrick Suskind'],,2015-08-06,0241973619,9780241973615,272,3.5,148,,,
1116,Perfume,['Patrick Suskind'],Vintage,2014-05-14,0804152977,9780804152976,272,3.5,148,US,12.99,USD
1117,Perfume: The Story of a Murderer by Patrick Süskind (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-10-20,280627978X,9782806279781,56,,,,,
1118,El perfume,['Patrick Süskind'],Planeta Publishing,2006,843221745X,9788432217456,308,4.5,10,,,
1119,Perfume,['Patrick Süskind'],Knopf,1986,0394550846,9780394550848,255,3.5,148,,,
1120,O perfume,['Patrick Suskind'],Editora Record,2014-05-20,8501037125,9788501037121,220,,,,,
1121,O perfume,['Patrick Süskind'],,2001,8501027766,9788501027764,219,4.5,2,,,
1122,"Perfume, El - La Pelicula",['Patrick Süskind'],Editorial Seix Barral,2007-01-03,9507315225,9789507315220,253,5,3,,,
1123,El perfume : historia de un asesino,['Patrick Süskind'],,2001,9586141462,9789586141468,237,,,,,
1124,El Perfume de Patrick Süskind,['María Cristina Santana Quintana'],,2005,8496502007,9788496502000,191,,,,,
1125,"The Grapes of Wrath - John Steinbeck, Updated Edition",['Harold Bloom'],Infobase Publishing,2009-01-01,1438113889,9781438113883,,2.5,2,,,
1126,The Grapes of Wrath,['John Steinbeck'],"Critical Library, Viking",2002,0142000663,9780142000663,455,4,45,,,
1127,John Steinbeck's The Grapes of Wrath,['Harold Bloom'],Infobase Publishing,2005-01,0791082393,9780791082393,100,,,,,
1128,John Steinbeck's The Grapes of Wrath,['John Steinbeck'],"Dramatists Play Service, Inc.",1991,0822204754,9780822204756,143,3.5,41,,,
1129,A Study Guide for John Steinbeck's The Grapes of Wrath,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1410335909,9781410335906,15,,,US,3.99,USD
1130,John Steinbeck's The Grapes of Wrath,['Barbara A. Heavilin'],Greenwood,2002,0737740345,9780737740349,177,,,,,
1131,Industrialism in John Steinbeck's The Grapes of Wrath,['Louise Hawker'],"Greenhaven Press, Incorporated",2008,0133633586,9780133633580,179,,,,,
1132,The Grapes of Wrath,['John Ernst Steinbeck'],,1953,6132807349,9786132807342,415,,,,,
1135,The Shadow of the Wind,['Carlos Ruiz Zafón'],George Weidenfeld & Nicholson,2009-07,0297858831,9780297858836,512,3.5,67,,,
1136,The Shadow of the Wind,['Carlos Ruiz Zafon'],Penguin,2005-01-25,1101147067,9781101147061,512,3.5,76,US,14.99,USD
1137,The Shadow of the Wind by Carlos Ruiz Zafón (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-10-12,2806280478,9782806280473,66,,,,,
1138,The Angel's Game,['Carlos Ruiz Zafon'],Anchor,2009-06-16,038553048X,9780385530484,464,3.5,201,US,11.99,USD
1139,Quicklet on Carlos Ruiz Zafón's The Shadow of the Wind,['Luke Trayser'],Hyperink Inc,2011-12-31,1614647801,9781614647805,31,,,,,
1140,The Prince of Mist,['Carlos Ruiz Zafon'],"Little, Brown Books for Young Readers",2010-05-04,031608767X,9780316087674,224,4,5,US,9.99,USD
1141,The Rose of Fire,['Carlos Ruiz Zafon'],Harper Collins,2012-06-26,0062237047,9780062237040,100,3.5,45,,,
1142,The Watcher in the Shadows,['Carlos Ruiz Zafon'],"Little, Brown Books for Young Readers",2013-06-18,0316203017,9780316203012,240,,,US,8.99,USD
1143,The Angel's Game,['Carlos Ruiz Zafon'],Text Publishing,2012-01-30,1921921714,9781921921711,464,,,,,
1144,The Labyrinth of the Spirits,['Carlos Ruiz Zafon'],HarperCollins,2018-09-18,144345401X,9781443454018,848,4.5,11,,,
1145,Interpreter of Maladies,['Jhumpa Lahiri'],Houghton Mifflin Harcourt,2000-05-22,0547487061,9780547487069,208,4,22,US,9.99,USD
1146,"A Study Guide for Jhumpa Lahiri's ""Interpreter of Maladies""","['Gale, Cengage Learning']","Gale, Cengage Learning ",,1410349780,9781410349781,19,,,US,3.99,USD
1147,Jhumpa Lahiri's Interpreter of Maladies,['Lewis Mitchell'],,2010,1741304458,9781741304459,152,,,,,
1148,Racialization and the Formation of Identity in Jhumpa Lahiri's Interpreter of Maladies,['Tommie Adrienne Sears'],,2006,1329140850,9781329140851,54,,,,,
1151,The Hitchhiker's Guide to the Galaxy,['Douglas Adams'],Pan Macmillan,2009-09-01,0330513087,9780330513081,,4.5,100,,,
1152,"Religion and Atheism in Douglas Adams' ""Hitchhiker's Guide to the Galaxy""",['Christian Schlegel'],GRIN Verlag,2007-11,3638862518,9783638862516,28,,,,,
1153,The Illustrated Hitchhiker's Guide to the Galaxy,['Douglas Adams'],Harmony,1994,0517599244,9780517599242,96,5,1,,,
1155,The Hitchhiker's Guide to the Galaxy: Hitchhiker's Guide to the Galaxy Book 1,['Douglas Adams'],Pan,1984-11-21,1743033257,9781743033258,200,4,3365,,,
1156,The Hitch Hiker's Guide to the Galaxy,['Douglas Adams'],,1986,0773721010,9780773721012,590,4,3402,,,
1157,The More Than Complete Hitchhiker's Guide,['Douglas Adams'],Random House Value Publishing,1989,0517693119,9780517693117,624,4,3,,,
1158,The Hitchhiker's Guide to the Galaxy Omnibus,['Douglas Adams'],Macmillan,2020-10,1529034574,9781529034578,752,,,,,
1160,The Hitchhiker's Guide to the Galaxy. Film Tie-In,['Douglas Adams'],Pan Macmillan Adult MM,2005,0330437984,9780330437981,323,4,3390,,,
1161,Tuesdays with Morrie,['Mitch Albom'],Broadway Books,2007-06-29,0307414094,9780307414090,224,4,263,US,5.99,USD
1162,Mitch Albom's Tuesdays with Morrie,"['Jeffrey Hatcher', 'Mitch Albom']",Dramatists Play Service Inc,2008,0822221888,9780822221883,43,4,4,,,
1165,Tuesdays with Morrie 10c Flr,['Mitch Albom'],Doubleday Books,1999-10,0385500394,9780385500395,,,,,,
1166,Tuesdays with Morrie by Mitch Albom,['Michelle Ryan'],,2005,1580494978,9781580494977,,,,,,
1167,Summary of Tuesdays with Morrie: Conversation Starters,['London Sky Press'],Blurb,2019-02-28,0368367797,9780368367793,78,,,,,
1175,Follow Your Heart,['Susanna Tamaro'],Delta,1996,0385316577,9780385316576,204,4,1,,,
1176,Follow Your Heart,['Susanna Tamaro'],Random House,2010-09-30,1407091751,9781407091754,176,4,1,,,
1177,A Wrinkle in Time,"[""Madeleine L'Engle""]",Macmillan,1962,0374386137,9780374386139,211,3.5,394,,,
1178,A Wrinkle in Time,['Linda Beech'],,2003-08-01,0439572894,9780439572897,16,,,,,
1179,A Wrinkle in Time: The Graphic Novel,"[""Madeleine L'Engle""]","Farrar, Straus and Giroux (BYR)",2012-10-02,1466833955,9781466833951,392,3.5,31,US,9.99,USD
1180,A Wrinkle in Time Movie Tie-In Edition,"[""Madeleine L'Engle""]","Farrar, Straus and Giroux (BYR)",2017-11-07,0374311595,9780374311599,256,5,2,US,8.99,USD
1181,A Wrinkle in Time: 50th Anniversary Commemorative Edition,"[""Madeleine L'Engle""]",Macmillan,2012-01-31,1250004675,9781250004673,236,3.5,4,,,
1182,A Wrinkle in Time Lit Link Gr. 7-8,"[""Madeleine L'Engle""]",On The Mark Press,,1770722262,9781770722262,,,,US,11.99,USD
1183,A Wrinkle in Time Trilogy,"[""Madeleine L'Engle""]",Square Fish,2013-07-23,1466850477,9781466850477,800,3.5,3,US,14.91,USD
1184,A Wind in the Door,"[""Madeleine L'Engle""]","Farrar, Straus and Giroux (BYR)",2010-04-01,1429915781,9781429915786,224,5,5,US,4.96,USD
1185,"A Reading Guide to A Wrinkle in Time, by Madeleine L'Engle",['Manuela Soares'],Scholastic,2003,0439463645,9780439463645,64,,,,,
1186,A Literature Kit for A Wrinkle in Time by Madeleine L'Engle,['Chad Ibbotson'],,2019,1773448188,9781773448183,55,,,,,
1187,Long Walk to Freedom,['Nelson Mandela'],"Little, Brown",2008-03-11,0759521042,9780759521049,576,5,5,US,11.99,USD
1188,Nelson Mandela: Long Walk to Freedom,"['Chris van Wyk', 'Paddy Bouma']",Macmillan,2009-09-01,1596435666,9781596435667,64,,,,,
1189,Long Walk to Freedom with Connections,['Nelson Mandela'],Holt Rinehart & Winston,2000,0030565812,9780030565816,507,5,1,,,
1191,The Illustrated Long Walk to Freedom,['Nelson Mandela'],,1996,0316857874,9780316857871,208,,,,,
1192,Long Walk To Freedom Vol 1,['Nelson Mandela'],Hachette UK,2009-12-17,0748118187,9780748118182,512,,,,,
1193,Long Walk to Freedom,"['Chris Van Wyk', 'Nelson Mandela']",Pan Macmillan,2013-11-28,1447258584,9781447258582,64,5,1,,,
1194,Long Walk To Freedom Vol 2,['Nelson Mandela'],Hachette UK,2009-12-17,0748118535,9780748118533,464,1,1,,,
1195,Long Walk to Freedom,"['Frederic P. Miller', 'Agnes F. Vandome', 'McBrewster John']",Alphascript Publishing,2011-02-23,6134325538,9786134325530,92,,,,,
1196,Long Walk to Freedom Hb D/Bx12,['Nelson Mandela'],Orbit Books,1994-11-30,0316911755,9780316911757,,,,,,
1197,The Old Man and The Sea,['Ernest Hemingway'],World Heritage Publishers Ltd,2015-01-01,6144134034,9786144134030,128,3.5,2671,US,4,USD
1198,The Old Man and the Sea : Om Illustrated Classics,['Ernest Hemingway'],Om Books International,,9384225487,9789384225483,240,3.5,3,US,0.99,USD
1199,Ernest Hemingway's The Old Man and the Sea,['P.G. Rama Rao'],Atlantic Publishers & Dist,2007,8126907096,9788126907090,160,4.5,2,,,
1200,Ernest Hemingway's The Old Man and the Sea,['Harold Bloom'],Infobase Publishing,2008,1604131470,9781604131475,246,,,,,
1201,The Old Man and the Sea,['Ernest Miller Hemingway'],Al Manhal,2007-01-01,2806273668,9796500118482,84,3.5,2669,US,7.19,USD
1202,The Old Man and the Sea by Ernest Hemingway (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-02-26,8171567932,9782806273666,52,,,,,
1203,The Old Man and the Sea. Chinese,['Ernest Hemingway'],,1970,352652226X,9788171567935,77,,,,,
1204,Ernest Hemingways The Old Man And The Sea,['R.N. Singh'],Atlantic Publishers & Dist,1999,1410336344,9783526522263,88,,,,,
1207,Life After Life,['Raymond A. Moody'],Random House,2001,0712602739,9780712602730,175,,,,,
1208,Reflections on Life After Life,['Raymond A. Moody'],,1978,0553274848,9780553274844,187,,,,,
1209,Life After Life,['Raymond Moody'],Harper Collins,2015-12-15,006196798X,9780061967986,208,4,6,US,7.49,USD
1210,Elvis After Life,['Raymond A. Moody'],Bantam Books,1989-07,0553273450,9780553273458,160,,,,,
1211,There Is Life After Death,"['Roy Abraham Varghese', 'Raymond A. Moody']",Red Wheel/Weiser,2009-10-25,1601630956,9781601630957,285,3,1,,,
1212,Life After Loss,"['Raymond Moody', 'Dianne Arcangel']",Harper Collins,2009-10-13,0061857009,9780061857003,240,,,US,6.49,USD
1213,"Summary Of ""Life After Life: The Bestselling Original Investigation That Revealed Near-Death Experiences - By Raymond Moody""",['Sapiens Editorial'],Sapiens Editorial,2017-12-14,3963610824,9783963610820,22,,,US,3.99,USD
1214,Life After Loss,"['Raymond A. Moody', 'Dianne Arcangel']",,2002,0712602720,9780712602723,228,,,,,
1215,Reflections on Life After,"['Dr Raymond A Moody, Jr M.D.']",,1978-03,0553230034,9780553230031,,,,,,
1217,Mein Kampf,"['Adolf Hitler', 'SBP Editors']",Samaira Book Publishers,2018-12-15,9387550036,9789387550032,840,4.5,5,,,
1218,Mein Kampf Translated,['Adolf Hitler'],,2016-07-29,1535574135,9781535574136,562,5,1,,,
1219,Mein Kampf (My Struggle),['Adolf Hilter'],Educa Books,2006-06-15,1553940970,9781553940975,620,3,26,,,
1220,Mein Kampf - the Official 1939 Edition,['Adolf Hitler'],Lightning Source Incorporated,2011-11,1908538686,9781908538680,430,,,,,
1221,Mein Kampf (James Murphy Nazi Authorized Translation),['Adolf Hitler'],,2010,0984536159,9780984536153,458,5,3,,,
1222,"Mein Kampf (English Translation, Vol 1)",['Adolf Hitler'],,2017-08-21,1974502961,9781974502967,378,3,26,,,
1223,Mein Kampf,['Adolf Hilter'],,2017-02-07,1542961459,9781542961455,,1,1,,,
1225,Mein Kampf (Student's & Teacher's Classroom Edition),['Adolf Hitler'],,2010-04,0984536140,9780984536146,574,,,,,
1227,Me Before You,['Jojo Moyes'],,2012,0718159047,9780718159047,490,4,1670,,,
1228,"Me Before You, Level 4",['Jojo Moyes'],Penguin Readers (graded readers),2019-09-05,024139791X,9780241397916,80,,,,,
1229,Me Before You & After You,['Jojo Moyes'],Penguin UK,2016-06-30,1405929715,9781405929714,800,5,1,,,
1231,Conversation Starters - Me Before You by Jojo Moyes,['Dailybooks'],Nook Press,2016-08-02,1681015595,9781681015590,76,,,,,
1232,Yo antes de ti / Me Before You,['Jojo Moyes'],Debolsillo,2017-11-28,1941999875,9781941999875,486,5,1,,,
1233,Penguin Readers Level 4: Me Before You (ELT Graded Reader),['Jojo Moyes'],Penguin UK,2020-09-24,0241482852,9780241482858,80,,,,,
1234,Still Me,['Jojo Moyes'],Michael Joseph,2018,0718183193,9780718183196,480,,,,,
1235,Me Before You Summary,['Ez-summary'],Createspace Independent Publishing Platform,2017-03-09,154461182X,9781544611822,36,,,,,
1236,Me Before You by Jojo Moyes - Review Summary,['J. T. Rothing'],CreateSpace,2014-10-08,150276413X,9781502764133,118,,,,,
1237,Norwegian Wood,['Haruki Murakami'],Vintage,2010-08-11,0307762718,9780307762719,304,3.5,62,US,12.99,USD
1238,Tokio blues. Norwegian Wood,['Haruki Murakami'],Grupo Planeta Spain,2013-02-19,8483836718,9788483836712,383,4.5,2,,,
1239,ノルウェイの森,['春樹·村上'],Random House,2003,0099448823,9780099448822,389,3.5,106,,,
1240,Norwegian Wood. Tokyo Blues,"['Murakami Haruki,']",Giulio Einaudi Editore,2012-12-18,8858407245,9788858407240,408,,,,,
1241,Quicklet on Norwegian Wood by Haruki Murakami,['Karla Kane'],Hyperink Inc,2011-12-14,1614641528,9781614641520,39,,,,,
1243,Return to Peyton Place,['Grace Metalious'],UPNE,2011-03-15,155553760X,9781555537609,272,3,4,,,
1244,Inside Peyton Place: The Life of Grace Metalious,['Emily Toth'],Univ. Press of Mississippi,2001,1604736313,9781604736311,,,,US,25,USD
1245,Peyton Place and Return to Peyton Place,['Grace Metalious'],Gramercy,1999,6063363416,9786063363412,622,4,1,,,
1246,Intoarcerea La Peyton Place,['Grace Metalious'],Grup Editorial Litera,2020-08-07,8858403002,9788858403006,320,,,US,4.21,USD
1247,Peyton Place (versione italiana),['Grace Metalious'],Giulio Einaudi Editore,2010-10-07,0743274520,9780743274524,448,,,,,
1248,Regreso a Peyton Place,['Grace Metalious'],,1961,2258135486,9782258135482,284,,,,,
1252,The Plague,['Albert Camus'],Vintage,2012-08-08,0307827801,9780307827807,320,4.5,4,US,12.99,USD
1253,A Study Guide for Albert Camus's The Plague,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1410336425,9781410336422,15,,,US,3.99,USD
1254,The Plague. Translated from the French by Stuart Gilbert,"['Albert Camus', 'Stuart Gilbert']",,1948,2806270162,9782806270160,278,,,,,
1255,The Plague by Albert Camus (Book Analysis),['Bright Summaries'],BrightSummaries.com,2015-10-08,1551527189,9781551527185,24,,,,,
1256,Sainthood in Albert Camus' the Plague and Thomas Merton's Faith and Violence,['Sean McWilliams'],,1990,3638543811,9783638543811,18,,,,,
1262,No Longer Human,['Osamu Dazai'],Litres,2020-02-14,5042332375,9785042332371,,,,US,2.97,USD
1263,No Longer Human:Confessions of a Faulty Man,['Osamu Dazai'],Strelbytskyy Multimedia Publishing,2019-12-09,1935654373,9781935654377,,,,US,0.9,USD
1264,No Longer Human,"['Usamaru Furuya', 'Osamu Dazai']",Vertical Incorporated,2012,0811204812,9780811204811,170,4,3,,,
1265,No Longer Human ... Translated ... by Donald Keene,"['Osamu Dazai', 'Donald Keene']",,1959,1974715795,9781974715794,154,3.5,9,,,
1266,No Longer Human,"['治·太宰', '太宰治']",New Directions Publishing,1958,0811204812,9780811204811,177,4,1,,,
1267,No Longer Human,['Junji Ito'],VIZ Media LLC,2019-12-17,0811211134,9780811211130,616,,,US,16.99,USD
1268,No Longer Human,"['治·太宰', '太宰治']",New Directions Publishing,1958,1462903290,9781462903290,177,,,,,
1269,We'll to the Woods No More,['Edouard Dujardin'],New Directions Publishing,1990,006053026X,9780060530266,146,,,,,
1272,Man's Search for Meaning,['Viktor Emil Frankl'],Beacon Press,2014,0807060100,9780807060100,180,4,3278,,,
1273,Man's Search For Meaning,['Viktor E. Frankl'],Simon and Schuster,1985,0671023373,9780671023379,221,4.5,23,,,
1274,"Man's Search For Meaning, Gift Edition",['Viktor E. Frankl'],Beacon Press,2015-10-06,0807060119,9780807060117,200,,,US,13.99,USD
1275,Man's Search For Ultimate Meaning,['Viktor E Frankl'],Hachette UK,2018-09-11,1541699092,9781541699090,208,3.5,2,,,
1276,From Death-Camp to Existentialism - A Man's Search For Meaning,['Viktor Frankl'],Lulu.com,,1312991801,9781312991804,,,,,,
1277,Summary of Man's Search for Meaning by Viktor E. Frankl,['Readtrepreneur Publishing'],,2019-05-24,1646151550,9781646151554,60,,,,,
1278,Understanding Man's Search for Meaning,['Elisabeth S Lukas'],Purpose Research,2019-10-04,1948523205,9781948523202,160,,,,,
1279,Man's Search for Meaning,['Instaread'],CreateSpace,2015-09-23,1517501792,9781517501792,38,,,,,
1280,Extended Summary Of Man’s Search For Meaning – Based On The Book By Viktor Frankl,['Mentors Library'],Libros Mentores via PublishDrive,2019-08-19,1518401880,9781518401886,35,,,US,3.99,USD
1282,The Divine Comedy of Dante Alighieri,['Dante Alighieri'],"Oxford University Press, USA",1961-12-31,0195004124,9780195004120,432,5,1,,,
1283,The Divine Comedy,['Dante Alighieri'],Random House,2019-05-02,1473546575,9781473546578,672,,,US,15.5,USD
1284,The Divine Comedy of Dante Alighieri,['Dante Alighieri'],,1885,8026895282,9788026895282,,5,4,US,,
1285,The Divine Comedy (Annotated Edition),['Dante Alighieri'],e-artnow,2018-10-26,0691018960,9780691018966,495,,,,0.99,USD
1286,The Divine Comedy: Inferno (2 v.),['Dante Alighieri'],Princeton University Press,1990-02,1743512732,9781743512739,392,3,2,US,,
1287,The Divine Comedy,['Dante Alighieri'],,1871,8027247098,9788027247097,,,,,,
1288,The Divine Comedy of Dante Alighieri,['Dante Alighieri'],,1909,1434446263,9781434446268,429,4,5,US,,
1295,Becoming,['Michelle Obama'],Crown,2018-11-13,1524763152,9781524763152,448,4.5,113,US,14.99,USD
1297,SUMMARY Of BECOMING BY MICHELLE OBAMA,['Scorpio Digital Press'],,2019-09-05,1691248533,9781691248537,30,,,,,
1300,Summary Becoming by Michelle Obama,['Achievement Pyramid'],Independently Published,2019-11-12,1707767629,9781707767625,42,,,,,
1301,Summary of Becoming by Michelle Obama,['Paul Adams / Bookhabits'],Blurb,2019-01-09,1388086964,9781388086961,76,,,,,
1302,100 Becoming Michelle Obama Quotes,['Tamil Thiyan'],,2019-08-16,1686826281,9781686826283,108,,,,,
1303,Summary of Becoming by Michelle Obama,['Book Addict'],Independently Published,2018-11-27,1790396484,9781790396481,99,,,,,
1304,Summary of Becoming,['Ninja Reads'],,2019-11,1704558484,9781704558486,74,,,,,
1306,The Prophet,['Kahlil Gibran'],Black Dog & Leventhal,2020-04-28,0762470348,9780762470341,128,,,US,12.99,USD
1307,The Prophet,['Khalil Gibran'],Jazzybee Verlag,2019-01-09,3849652769,9783849652760,108,,,US,1.16,USD
1308,The Eye of the Prophet,['Kahlil Gibran'],North Atlantic Books,2008,1556436971,9781556436970,138,4.5,4,,,
1309,The Prophet (Illustrated),['Kahlil Gibran'],,1923-09-23,1549641573,9781549641572,83,,,,,
1310,Visions of the Prophet,['Kahlil Gibran'],North Atlantic Books,2013,1583946799,9781583946794,148,,,,,
1311,The Prophet. Kahlil Gibran. With 12 Illustrations by the Author,['Kahlil Gibran'],BoD – Books on Demand,2018-09-12,3946571921,9783946571926,64,,,,,
1312,The Garden of the Prophet,['Kahlil Gibran'],Library of Alexandria,1941,1465574158,9781465574152,51,4,5,US,4.99,USD
1313,Kahlil Gibran's The Prophet and the Art of Peace,['Kahlil Gibran'],Paul Watkins,2011,1780280009,9781780280004,272,,,,,
1314,The Prophet: Large Print,['Kahlil Gibran'],Independently Published,2019-02-22,1797577557,9781797577555,72,,,,,
1315,The Prophet,['Kahlil Gibran'],Duncan Baird Publishers,2008,1844835952,9781844835959,272,,,,,
1316,The Exorcist,['William Peter Blatty'],Harper Collins,1994,0061007226,9780061007224,400,4,60,,,
1318,The Exorcist,['Willian Peter Blatty'],,1974,0851709672,9780851709673,,,,,,
1319,The Exorcist,['Mark Kermode'],Macmillan,1998,057120015X,9780571200153,128,4,1,,,
